Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,make,model
Maruti Alto K10 LXI,4,2015,51000,Petrol,Manual,First,20.92,998,67.1,5.0,4.45,2.65,Maruti,Alto
Maruti Swift VXI Optional,7,2017,42527,Petrol,Manual,First,20.4,1197,81.8,5.0,8,5.27,Maruti,Swift
Maruti Ertiga VDI,7,2017,43775,Diesel,Manual,First,20.77,1248,88.76,7.0,11.3,8.27,Maruti,Ertiga
Maruti Swift Dzire VDI,4,2013,72486,Diesel,Manual,First,23.4,1248,74.0,5.0,8,3.95,Maruti,Swift
Maruti Swift Dzire ZXi,4,2013,40000,Petrol,Manual,First,17.5,1298,85.8,5.0,8,4.25,Maruti,Swift
Maruti Swift VDI,4,2014,56000,Diesel,Manual,First,22.9,1248,74.0,5.0,8,4.25,Maruti,Swift
Maruti Alto 800 LXI,2,2015,21000,Petrol,Manual,First,22.74,796,47.3,5.0,4.45,2.79,Maruti,Alto
Maruti Swift Dzire Tour LDI,8,2016,100000,Diesel,Manual,First,23.4,1248,74.0,5.0,8,3.5,Maruti,Swift
Maruti Swift ZXI,2,2012,42000,Petrol,Manual,Third,18.6,1197,85.8,5.0,8,4.5,Maruti,Swift
Maruti Alto LXi BSIII,3,2010,59136,Petrol,Manual,First,19.7,796,46.3,5.0,4.45,2.96,Maruti,Alto
Maruti Wagon R VXI BS IV,7,2011,36411,Petrol,Manual,First,18.9,998,67.1,5.0,5.5,3.08,Maruti,Wagon
Maruti Wagon R LX BS IV,10,2011,71000,Petrol,Manual,First,20.51,998,67.04,5.0,5.5,2.6,Maruti,Wagon
Maruti Ertiga VXI CNG,9,2017,19234,CNG,Manual,First,17.5,1373,80.46,7.0,11.3,8.35,Maruti,Ertiga
Maruti Wagon R VXI Minor ABS,7,2013,36716,Petrol,Manual,First,18.9,1061,67.0,5.0,5.5,3.02,Maruti,Wagon
Maruti Alto 800 VXI,8,2015,11110,Petrol,Manual,First,22.74,796,47.3,5.0,4.45,2.35,Maruti,Alto
Maruti Swift VVT VXI,10,2016,27755,Petrol,Manual,First,22.0,1197,81.8,5.0,8,5.45,Maruti,Swift
Maruti Swift Dzire ZXI,7,2015,24782,Petrol,Manual,First,20.85,1197,83.14,5.0,8,6.21,Maruti,Swift
Maruti Swift Vdi BSIII,10,2010,135000,Diesel,Manual,First,17.8,1248,75.0,5.0,8,3.1,Maruti,Swift
Maruti Wagon R AMT VXI,6,2016,68630,Petrol,Automatic,First,20.51,998,67.0,5.0,5.5,3.87,Maruti,Wagon
Maruti Ciaz 1.4 Zeta,9,2018,32644,Petrol,Manual,First,20.73,1373,91.1,5.0,11.1,9.28,Maruti,Ciaz
Maruti Ciaz ZXi Option,7,2016,40347,Petrol,Manual,First,20.73,1373,91.2,5.0,11.1,7.8,Maruti,Ciaz
Maruti Swift VDI BSIV,4,2015,60095,Diesel,Manual,First,25.2,1248,74.0,5.0,8,4.75,Maruti,Swift
Maruti Swift VDI BSIV,0,2017,49224,Diesel,Manual,First,25.2,1248,74.0,5.0,8,6.0,Maruti,Swift
Maruti Swift Lxi BSIII,10,2010,54898,Petrol,Manual,Third,16.1,1298,88.2,5.0,8,2.5,Maruti,Swift
Maruti Ciaz VXi Plus,7,2015,46601,Petrol,Manual,First,20.73,1373,91.1,5.0,11.1,6.84,Maruti,Ciaz
Maruti Wagon R LXI,4,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5.0,5.5,2.74,Maruti,Wagon
Maruti Swift VXI,3,2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5.0,8,6.26,Maruti,Swift
Maruti Swift Dzire ZXi,7,2014,49386,Petrol,Manual,First,17.5,1298,85.8,5.0,8,4.86,Maruti,Swift
Maruti Alto K10 VXI,3,2011,48624,Petrol,Manual,First,24.07,998,67.1,5.0,4.45,3.22,Maruti,Alto
Maruti Swift VXI Optional,7,2017,37124,Petrol,Manual,First,20.4,1197,81.8,5.0,8,5.44,Maruti,Swift
Maruti Wagon R VXI,5,2013,67263,Petrol,Manual,First,18.9,998,67.1,5.0,5.5,3.6,Maruti,Wagon
Maruti Ciaz Zeta,9,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5.0,11.1,8.2,Maruti,Ciaz
Maruti Swift Dzire VXI,8,2016,18000,Petrol,Manual,First,19.1,1197,85.8,5.0,8,4.4,Maruti,Swift
Maruti Swift Dzire VDI,8,2014,32000,Diesel,Manual,First,23.4,1248,74.0,5.0,8,4.35,Maruti,Swift
Maruti Swift Dzire VDi,6,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5.0,8,3.3,Maruti,Swift
Maruti Wagon R LXI,0,2010,21002,Petrol,Manual,First,22.5,998,67.04,5.0,5.5,2.75,Maruti,Wagon
Maruti Ertiga SHVS VDI,10,2017,121000,Diesel,Manual,First,24.52,1248,88.5,7.0,11.3,8.0,Maruti,Ertiga
Maruti Alto LXi BSIII,6,2010,73513,Petrol,Manual,First,19.7,796,46.3,5.0,4.45,1.85,Maruti,Alto
Maruti Wagon R AMT VXI Option,6,2015,34000,Petrol,Automatic,First,20.51,998,67.0,5.0,5.5,3.85,Maruti,Wagon
Maruti Swift DDiS VDI,10,2008,150000,Diesel,Manual,Second,28.4,1248,74.0,5.0,8,2.7,Maruti,Swift
Maruti Ertiga ZDI,9,2012,88000,Diesel,Manual,First,20.77,1248,88.8,7.0,11.3,5.85,Maruti,Ertiga
Maruti Swift VDI,10,2014,75216,Diesel,Manual,First,22.9,1248,74.0,5.0,8,5.1,Maruti,Swift
Maruti Swift VDI,5,2013,53996,Diesel,Manual,First,22.9,1248,74.0,5.0,8,5.45,Maruti,Swift
Maruti Wagon R LXI CNG,9,2013,25755,CNG,Manual,First,26.6,998,58.16,5.0,5.5,3.15,Maruti,Wagon
Maruti Swift VDI,10,2012,75000,Diesel,Manual,First,22.9,1248,74.0,5.0,8,4.35,Maruti,Swift
Maruti Wagon R VXI AMT,3,2017,37832,Petrol,Automatic,First,22.5,998,67.0,5.0,5.5,5.23,Maruti,Wagon
Maruti Swift VDI,7,2016,38143,Diesel,Manual,First,22.9,1248,74.0,5.0,8,5.22,Maruti,Swift
Maruti Swift VXI,9,2016,23555,Petrol,Manual,First,22.0,1197,81.8,5.0,8,5.1,Maruti,Swift
Maruti Wagon R VXI,10,2013,61000,Petrol,Manual,First,18.9,998,67.1,5.0,5.5,2.9,Maruti,Wagon
Maruti Swift Dzire ZXi,8,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5.0,8,4.45,Maruti,Swift
Maruti Ertiga VDI,4,2014,79870,Diesel,Manual,First,20.77,1248,88.76,7.0,11.3,5.35,Maruti,Ertiga
Maruti Swift DDiS ZDI Plus,5,2017,2000,Diesel,Manual,First,28.4,1248,74.0,5.0,8,8.2,Maruti,Swift
Maruti Ciaz ZXi,4,2017,17000,Petrol,Manual,First,20.73,1373,91.1,5.0,11.1,7.65,Maruti,Ciaz
Maruti Ciaz VDi Plus SHVS,4,2016,66000,Diesel,Manual,First,28.09,1248,88.5,5.0,11.1,6.4,Maruti,Ciaz
Maruti Swift Dzire VXI,8,2014,48800,Petrol,Manual,First,19.1,1197,85.8,5.0,8,4.25,Maruti,Swift
Maruti Swift Ldi BSIV,4,2014,62000,Diesel,Manual,First,17.8,1248,75.0,5.0,8,3.75,Maruti,Swift
Maruti Ciaz 1.4 Zeta,7,2018,15982,Petrol,Manual,First,20.73,1373,91.1,5.0,11.1,9.96,Maruti,Ciaz
Maruti Swift ZDi,5,2013,99595,Diesel,Manual,Second,22.9,1248,74.0,5.0,8,4.75,Maruti,Swift
Maruti Wagon R LXI CNG,0,2016,77000,CNG,Manual,First,26.6,998,58.16,5.0,5.5,3.3,Maruti,Wagon
Maruti Swift Dzire VXI,9,2012,88000,Petrol,Manual,First,19.1,1197,85.8,5.0,8,3.85,Maruti,Swift
Maruti Alto LXi,2,2008,65000,Petrol,Manual,First,19.7,796,46.3,5.0,4.45,1.59,Maruti,Alto
Maruti Swift VDI,3,2014,83274,Diesel,Manual,First,22.9,1248,74.0,5.0,8,5.79,Maruti,Swift
Maruti Alto LXi BSIII,5,2006,71993,Petrol,Manual,First,19.7,796,46.3,5.0,4.45,1.8,Maruti,Alto
Maruti Swift LDI,4,2015,51000,Diesel,Manual,First,22.9,1248,74.0,5.0,8,4.74,Maruti,Swift
Maruti Swift Dzire VXI,5,2012,65097,Petrol,Manual,First,19.1,1197,85.8,5.0,8,4.7,Maruti,Swift
Maruti Wagon R LXI Minor,6,2009,111000,Petrol,Manual,Second,18.9,1061,67.0,5.0,5.5,1.51,Maruti,Wagon
Maruti Ciaz VXi Plus,9,2015,35770,Petrol,Manual,First,20.73,1373,91.1,5.0,11.1,5.95,Maruti,Ciaz
Maruti Swift Dzire Tour LDI,10,2018,12000,Diesel,Manual,First,23.4,1248,74.0,5.0,8,5.5,Maruti,Swift
Maruti Ertiga VDI,5,2012,82085,Diesel,Manual,First,20.77,1248,88.76,7.0,11.3,6.5,Maruti,Ertiga
Maruti Swift VDI BSIV,3,2014,44282,Diesel,Manual,First,25.2,1248,74.0,5.0,8,5.99,Maruti,Swift
Maruti Ciaz ZDi SHVS,10,2016,50000,Diesel,Manual,First,28.09,1248,88.5,5.0,11.1,8.5,Maruti,Ciaz
Maruti Wagon R LXI,6,2006,101000,Petrol,Manual,Second,18.9,998,67.1,5.0,5.5,1.5,Maruti,Wagon
Maruti Wagon R LXI BSIII,2,2005,66000,Petrol,Manual,First,14.0,1061,64.0,5.0,5.5,1.45,Maruti,Wagon
Maruti Swift ZXI,0,2015,40000,Petrol,Manual,First,20.4,1197,81.8,5.0,8,5.9,Maruti,Swift
Maruti Alto LXi,2,2011,75000,Petrol,Manual,First,19.7,796,46.3,5.0,4.45,2.1,Maruti,Alto
Maruti Wagon R CNG LXI,9,2013,54000,CNG,Manual,First,33.54,998,67.04,5.0,5.5,3.05,Maruti,Wagon
Maruti Swift Dzire VXi,10,2008,56230,Petrol,Manual,Second,17.5,1298,85.8,5.0,8,2.4,Maruti,Swift
Maruti Alto K10 2010-2014 VXI,10,2012,69000,Petrol,Manual,First,20.92,998,67.1,5.0,4.45,2.1,Maruti,Alto
Maruti Ciaz ZDi Plus SHVS,5,2016,46000,Diesel,Manual,First,28.09,1248,88.5,5.0,11.1,8.45,Maruti,Ciaz
Maruti Alto 800 LXI,6,2013,86000,Petrol,Manual,First,22.74,796,47.3,5.0,4.45,2.41,Maruti,Alto
Maruti Alto LXi,5,2011,76976,Petrol,Manual,Second,19.7,796,46.3,5.0,4.45,2.15,Maruti,Alto
Maruti Wagon R LXI,5,2012,52618,Petrol,Manual,First,18.9,998,67.1,5.0,5.5,3.2,Maruti,Wagon
Maruti Ertiga ZDI,4,2013,68000,Diesel,Manual,First,25.47,1248,88.5,7.0,11.3,4.85,Maruti,Ertiga
Maruti Ertiga SHVS VDI,2,2017,80000,Diesel,Manual,First,24.52,1248,88.5,7.0,11.3,8.1,Maruti,Ertiga
Maruti Ciaz AT ZXi,9,2014,46738,Petrol,Automatic,First,19.12,1373,91.1,5.0,11.1,6.1,Maruti,Ciaz
Maruti Swift VDI,5,2013,84000,Diesel,Manual,First,28.4,1248,74.0,5.0,8,5.65,Maruti,Swift
Maruti Swift Dzire VXI,8,2013,40000,Petrol,Manual,First,19.1,1197,85.8,5.0,8,3.55,Maruti,Swift
Maruti Swift VDI BSIV W ABS,5,2010,86514,Diesel,Manual,First,17.8,1248,85.8,5.0,8,4.25,Maruti,Swift
Maruti Alto 800 LXI,5,2015,96000,Petrol,Manual,First,22.74,796,47.3,5.0,4.45,2.5,Maruti,Alto
Maruti Alto LXi,9,2008,26299,Petrol,Manual,First,19.7,796,46.3,5.0,4.45,1.2,Maruti,Alto
Maruti Swift Dzire 1.2 Lxi BSIV,9,2011,14000,Petrol,Manual,Second,17.5,1197,85.8,5.0,8,3.2,Maruti,Swift
Maruti Wagon R VXI,8,2016,16956,Petrol,Manual,First,22.5,998,67.04,5.0,5.5,3.6,Maruti,Wagon
Maruti Wagon R VXI,9,2010,38000,Petrol,Manual,Second,22.5,998,67.04,5.0,5.5,1.75,Maruti,Wagon
Maruti Wagon R VXI,5,2015,45295,Petrol,Manual,First,18.9,998,67.1,5.0,5.5,4.3,Maruti,Wagon
Maruti Alto K10 VXI AGS,2,2016,57000,Petrol,Automatic,First,24.07,998,67.1,5.0,4.45,3.4,Maruti,Alto
Maruti Alto 800 2016-2019 LXI,4,2013,56000,Petrol,Manual,First,24.7,796,47.3,5.0,4.45,2.1,Maruti,Alto
Maruti Swift VXI,9,2012,15000,Petrol,Manual,First,18.6,1197,85.8,5.0,8,3.65,Maruti,Swift
Maruti Ertiga VXI CNG,9,2016,65263,CNG,Manual,First,17.5,1373,80.46,7.0,11.3,7.5,Maruti,Ertiga
Maruti Swift Dzire VXI,3,2015,33195,Petrol,Manual,First,19.1,1197,85.8,5.0,8,6.26,Maruti,Swift
Maruti Wagon R VXI 1.2,9,2015,55000,Petrol,Manual,First,21.5,1197,81.8,5.0,5.5,3.1,Maruti,Wagon
Maruti Swift Dzire VXI,8,2014,33485,Petrol,Manual,First,19.1,1197,85.8,5.0,8,3.59,Maruti,Swift
Maruti Swift LXI Option,2,2015,29500,Petrol,Manual,First,20.4,1197,81.8,5.0,8,4.15,Maruti,Swift
Maruti Alto 800 2016-2019 LXI,0,2016,60000,Petrol,Manual,First,24.7,796,47.3,5.0,4.45,2.65,Maruti,Alto
Maruti Alto LX,8,2009,68078,Petrol,Manual,First,19.7,796,46.3,5.0,4.45,1.02,Maruti,Alto
Maruti Ciaz VDi,6,2017,62691,Diesel,Manual,First,26.21,1248,88.5,5.0,11.1,7.5,Maruti,Ciaz
Maruti Alto K10 2010-2014 VXI,5,2013,90121,Petrol,Manual,First,20.92,998,67.1,5.0,4.45,2.2,Maruti,Alto
Maruti Swift VDI,7,2016,62192,Diesel,Manual,First,28.4,1248,74.0,5.0,8,5.22,Maruti,Swift
Maruti Ciaz Alpha,7,2018,38394,Petrol,Manual,First,21.56,1462,103.25,5.0,11.1,9.18,Maruti,Ciaz
Maruti Alto LXi BSIII,2,2008,68000,Petrol,Manual,Third,19.7,796,46.3,5.0,4.45,1.2,Maruti,Alto
Maruti Ciaz RS ZDi Plus SHVS,4,2016,38500,Diesel,Manual,Second,28.09,1248,88.5,5.0,11.1,7.85,Maruti,Ciaz
Maruti Swift VXI BSIV,8,2017,13000,Petrol,Manual,First,20.4,1197,81.8,5.0,8,4.65,Maruti,Swift
Maruti Swift VDI,5,2014,85512,Diesel,Manual,First,22.9,1248,74.0,5.0,8,5.8,Maruti,Swift
Maruti Swift Dzire LDI,4,2015,53503,Diesel,Manual,First,26.59,1248,74.0,5.0,8,5.0,Maruti,Swift
Maruti Wagon R CNG LXI,10,2014,29202,CNG,Manual,First,33.54,998,67.04,5.0,5.5,3.9,Maruti,Wagon
Maruti Wagon R LXI CNG,5,2013,83875,CNG,Manual,Second,26.6,998,58.16,5.0,5.5,2.95,Maruti,Wagon
Maruti Wagon R Stingray LXI,5,2014,55277,Petrol,Manual,First,20.51,998,67.04,5.0,5.5,3.9,Maruti,Wagon
Maruti Ciaz VDi Plus SHVS,4,2017,25000,Diesel,Manual,First,28.09,1248,88.5,5.0,11.1,8.3,Maruti,Ciaz
Maruti Ertiga VDI,4,2017,65000,Diesel,Manual,First,25.47,1248,88.5,7.0,11.3,7.65,Maruti,Ertiga
Maruti Ciaz VXi Plus,7,2016,51950,Petrol,Manual,First,20.73,1373,91.1,5.0,11.1,6.75,Maruti,Ciaz
Maruti Swift VXI BSIII,0,2008,52000,Petrol,Manual,First,16.1,1298,88.2,5.0,8,2.41,Maruti,Swift
Maruti Wagon R LXI BSIII,10,2007,83000,Petrol,Manual,First,14.0,1061,64.0,5.0,5.5,1.65,Maruti,Wagon
Maruti Swift Dzire LDI,6,2015,144000,Diesel,Manual,First,26.59,1248,74.0,5.0,8,5.25,Maruti,Swift
Maruti Ciaz ZDi Plus,3,2018,68737,Diesel,Manual,First,26.21,1248,88.5,5.0,11.1,9.32,Maruti,Ciaz
Maruti Alto LXi,5,2007,76161,Petrol,Manual,First,19.7,796,46.3,5.0,4.45,1.65,Maruti,Alto
Maruti Alto 800 2016-2019 VXI,7,2019,19855,Petrol,Manual,First,24.7,796,47.3,5.0,4.45,3.8,Maruti,Alto
Maruti Swift VDI BSIV,5,2013,68800,Diesel,Manual,First,17.8,1248,47.3,5.0,8,5.0,Maruti,Swift
Maruti Swift VDI BSIV,5,2016,51787,Diesel,Manual,First,17.8,1248,47.3,5.0,8,6.45,Maruti,Swift
Maruti Ertiga VDI,8,2014,47052,Diesel,Manual,First,20.77,1248,88.76,7.0,11.3,5.99,Maruti,Ertiga
Maruti Swift VXi BSIV,7,2016,19148,Petrol,Manual,First,16.1,1197,85.0,5.0,8,5.89,Maruti,Swift
Maruti Swift Dzire ZDI,0,2012,56121,Diesel,Manual,First,23.4,1248,74.0,5.0,8,4.25,Maruti,Swift
Maruti Swift VDI,10,2018,30000,Diesel,Manual,First,28.4,1248,74.0,5.0,8,6.0,Maruti,Swift
Maruti Wagon R VXI BSIII,2,2003,101000,Petrol,Manual,Third,17.3,1061,64.0,5.0,5.5,0.95,Maruti,Wagon
Maruti Wagon R LXI BSIII,5,2007,84169,Petrol,Manual,First,14.0,1061,64.0,5.0,5.5,2.2,Maruti,Wagon
Maruti Swift Dzire Vdi BSIV,5,2016,69000,Diesel,Manual,First,19.3,1248,73.9,5.0,8,4.79,Maruti,Swift
Maruti Wagon R LXI,6,2006,145000,Petrol,Manual,First,18.9,998,67.1,5.0,5.5,1.15,Maruti,Wagon
Maruti Swift Dzire VXI,10,2014,68218,Petrol,Manual,First,19.1,1197,85.8,5.0,8,4.9,Maruti,Swift
Maruti Ertiga ZDI,4,2014,52000,Diesel,Manual,First,20.77,1248,88.8,7.0,11.3,5.95,Maruti,Ertiga
Maruti Swift VDI,2,2012,78000,Diesel,Manual,First,22.9,1248,74.0,5.0,8,4.4,Maruti,Swift
Maruti Swift Dzire VDI,3,2014,67557,Diesel,Manual,First,23.4,1248,74.0,5.0,8,5.17,Maruti,Swift
Maruti Swift Dzire ZDI,7,2015,35082,Diesel,Manual,First,23.4,1248,74.0,5.0,8,6.61,Maruti,Swift
Maruti Swift Dzire VDi,8,2015,35000,Diesel,Manual,First,19.3,1248,73.9,5.0,8,4.75,Maruti,Swift
Maruti Wagon R VXI AMT,9,2016,8000,Petrol,Automatic,First,22.5,998,67.0,5.0,5.5,4.15,Maruti,Wagon
Maruti Alto K10 VXI,9,2016,13198,Petrol,Manual,First,24.07,998,67.1,5.0,4.45,3.15,Maruti,Alto
Maruti Swift Dzire VDI,8,2013,22000,Diesel,Manual,First,23.4,1248,74.0,5.0,8,4.5,Maruti,Swift
Maruti Ciaz ZDi Plus,8,2015,62144,Diesel,Manual,Second,26.21,1248,88.5,5.0,11.1,5.75,Maruti,Ciaz
Maruti Swift Dzire VDI,5,2013,84175,Diesel,Manual,First,23.4,1248,74.0,5.0,8,6.95,Maruti,Swift
Maruti Swift Dzire ZXi,0,2012,55002,Petrol,Manual,First,17.5,1298,85.8,5.0,8,4.25,Maruti,Swift
Maruti Alto 800 2016-2019 LXI,1,2014,73000,Petrol,Manual,Second,24.7,796,47.3,5.0,4.45,2.75,Maruti,Alto
Maruti Ertiga ZDI,5,2013,120000,Diesel,Manual,First,20.77,1248,88.8,7.0,11.3,7.0,Maruti,Ertiga
Maruti Wagon R LXI CNG,10,2012,90400,CNG,Manual,First,26.2,998,58.2,5.0,5.5,2.9,Maruti,Wagon
Maruti Swift VDI BSIV,10,2007,121000,Diesel,Manual,Second,17.8,1248,58.2,5.0,8,2.35,Maruti,Swift
Maruti Swift Dzire VDi,5,2009,88096,Diesel,Manual,Second,19.3,1248,73.9,5.0,8,3.5,Maruti,Swift
Maruti Wagon R VXI,10,2002,93000,Petrol,Manual,Third,18.9,998,67.1,5.0,5.5,1.0,Maruti,Wagon
Maruti Ciaz ZXi Plus,2,2015,30000,Petrol,Manual,First,20.73,1373,91.1,5.0,11.1,6.7,Maruti,Ciaz
Maruti Alto K10 VXI,7,2018,46805,Petrol,Manual,First,24.07,998,67.1,5.0,4.45,3.63,Maruti,Alto
Maruti Swift Dzire 1.2 Vxi BSIV,9,2015,60000,Petrol,Manual,First,17.5,1197,85.8,5.0,8,4.8,Maruti,Swift
Maruti Wagon R VXi BSII,10,2012,82000,Petrol,Manual,First,18.9,998,67.1,5.0,5.5,2.3,Maruti,Wagon
Maruti Wagon R LXI,7,2011,15466,Petrol,Manual,First,22.5,998,67.04,5.0,5.5,3.36,Maruti,Wagon
Maruti Wagon R VXI,7,2014,41994,Petrol,Manual,First,22.5,998,67.04,5.0,5.5,3.41,Maruti,Wagon
Maruti Wagon R VXI 1.2,6,2015,64876,Petrol,Manual,First,21.5,1197,81.8,5.0,5.5,3.5,Maruti,Wagon
Maruti Swift Dzire VDI,9,2017,18414,Diesel,Manual,First,23.4,1248,74.0,5.0,8,7.25,Maruti,Swift
Maruti Swift AMT DDiS VDI,2,2018,11000,Diesel,Manual,First,28.4,1248,74.0,5.0,8,8.0,Maruti,Swift
Maruti Wagon R VXI BS IV with ABS,8,2016,29930,Petrol,Manual,First,18.9,998,67.1,5.0,5.5,3.35,Maruti,Wagon
Maruti Swift Dzire VXI,3,2014,58310,Petrol,Manual,Second,19.1,1197,85.8,5.0,8,5.39,Maruti,Swift
Maruti Swift Dzire VDi,10,2009,90000,Diesel,Manual,Second,19.3,1248,73.9,5.0,8,3.0,Maruti,Swift
Maruti Swift Dzire ZDI,6,2012,83000,Diesel,Manual,First,23.4,1248,74.0,5.0,8,4.3,Maruti,Swift
Maruti Swift Dzire ZXI,6,2017,37282,Petrol,Manual,First,20.85,1197,83.14,5.0,8,6.75,Maruti,Swift
Maruti Alto LX BSIII,0,2007,72000,Petrol,Manual,Second,19.7,796,46.3,5.0,4.45,1.2,Maruti,Alto
Maruti Swift Dzire 1.2 Vxi BSIV,9,2012,83000,Petrol,Manual,First,17.5,1197,85.8,5.0,8,3.25,Maruti,Swift
Maruti Wagon R LXI,9,2010,37822,Petrol,Manual,First,22.5,998,67.04,5.0,5.5,2.35,Maruti,Wagon
Maruti Swift VXI Optional,7,2017,26327,Petrol,Manual,First,20.4,1197,81.8,5.0,8,5.86,Maruti,Swift
Maruti Swift VDI Optional,3,2018,61386,Diesel,Manual,First,25.2,1248,74.0,5.0,8,7.05,Maruti,Swift
Maruti Swift AMT VDI,4,2018,11500,Diesel,Automatic,First,28.4,1248,74.0,5.0,8,7.5,Maruti,Swift
Maruti Swift Dzire VDI,0,2017,26000,Diesel,Manual,First,26.59,1248,74.0,5.0,8,7.5,Maruti,Swift
Maruti Alto LXi,8,2010,38127,Petrol,Manual,First,19.7,796,46.3,5.0,4.45,1.55,Maruti,Alto
Maruti Swift VXi BSIV,10,2017,12000,Petrol,Manual,First,16.1,1197,85.0,5.0,8,5.5,Maruti,Swift
Maruti Alto 800 2016-2019 VXI,3,2018,26234,Petrol,Manual,First,24.7,796,47.3,5.0,4.45,4.29,Maruti,Alto
Maruti Swift VXI,4,2014,55000,Petrol,Manual,First,18.6,1197,85.8,5.0,8,4.2,Maruti,Swift
Maruti Wagon R LXI Optional,8,2016,4800,Petrol,Manual,First,20.51,998,67.04,5.0,5.5,3.6,Maruti,Wagon
Maruti Swift Dzire VXi,9,2009,54540,Petrol,Manual,Third,17.5,1298,85.8,5.0,8,2.65,Maruti,Swift
Maruti Swift Dzire ZXi,4,2015,58400,Petrol,Manual,First,17.5,1298,85.8,5.0,8,5.5,Maruti,Swift
Maruti Ciaz ZDi Plus SHVS,6,2016,83000,Diesel,Manual,First,28.09,1248,88.5,5.0,11.1,7.1,Maruti,Ciaz
Maruti Swift VXi BSIV,10,2015,13769,Petrol,Manual,Second,16.1,1197,85.0,5.0,8,4.41,Maruti,Swift
Maruti Wagon R Stingray VXI,4,2013,32378,Petrol,Manual,First,20.51,998,67.04,5.0,5.5,2.8,Maruti,Wagon
Maruti Wagon R AMT VXI,7,2018,27413,Petrol,Automatic,First,20.51,998,67.0,5.0,5.5,5.18,Maruti,Wagon
Maruti Wagon R LX BSIII,10,2007,90000,Petrol,Manual,Second,17.3,1061,64.0,5.0,5.5,1.24,Maruti,Wagon
Maruti Wagon R LXI BS IV,4,2014,65694,Petrol,Manual,First,18.9,998,67.1,5.0,5.5,3.25,Maruti,Wagon
Maruti Swift Dzire VXI,7,2018,10671,Petrol,Manual,First,20.85,1197,83.14,5.0,8,6.51,Maruti,Swift
Maruti Swift Dzire Ldi BSIV,8,2015,40082,Diesel,Manual,First,19.3,1248,73.9,5.0,8,4.76,Maruti,Swift
Maruti Swift Dzire VDI,5,2013,69000,Diesel,Manual,First,23.4,1248,74.0,5.0,8,5.75,Maruti,Swift
Maruti Wagon R Stingray VXI,8,2014,23840,Petrol,Manual,First,20.51,998,67.04,5.0,5.5,3.0,Maruti,Wagon
Maruti Swift VDI BSIV,1,2013,58291,Diesel,Manual,First,17.8,1248,67.04,5.0,8,5.0,Maruti,Swift
